Sentence,Labels
I earned a BSc in Information Systems from National University of Sciences and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a PhD in Data Science from Ghulam Ishaq Khan Institute.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my Maters in Software Development from University of Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a Bachelors in Computer Engineering from University of Azad Jammu and Kashmir.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I earned my diploma in AI from University of Technology Peshawar.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I graduated with a BS in Information Technology from University of Islamabad.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my Maters in Cyber Security from University of Melbourne.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a BSc in Computer Science from University of Science and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I earned my PhD in Software Engineering from University of Southern California.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I graduated with a diploma in Data Science from University of Central Punjab.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my Maters in Data Science from University of Toronto.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a Bachelors in Information Technology from University of Peshawar.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned my MS in Artificial Intelligence from University of California.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a BS in Computer Science from University of Lahore.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my diploma in Cyber Security from National University of Sciences and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I completed my BS in Software Engineering from University of Faisalabad.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a Maters degree in Data Science from LUMS.,O O O B-Degree I-Degree I-Degree I-Degree I-Degree O B-ORG
I graduated with a PhD in Computer Science from MIT.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I earned my Bachelors in Computer Science from University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my MS in Machine Learning from University of London.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I hold a diploma in Data Analysis from University of Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a BS in Cyber Security from University of Peshawar.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my Maters in AI from University of Toronto.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a BSc in Information Technology from NUST.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I earned my PhD in Software Engineering from Ghulam Ishaq Khan Institute.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I graduated with a BS in Computer Engineering from University of Lahore.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my Maters in Data Analytics from University of Melbourne.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a diploma in Cyber Security from University of Sindh.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned a Bachelors in Information Systems from University of Science and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I completed my MS in Computer Science from National University of Sciences and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a BS in Data Science from University of Gujrat.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a Maters in Software Development from University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
"I earned my PhD in AI from University of California, Berkeley.",O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my diploma in Web Development from University of Central Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I graduated with a BSc in Software Engineering from University of Engineering and Technology.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I have a Maters in Information Technology from University of Southern California.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I earned a Bachelors in Data Science from University of Peshawar.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my MS in Artificial Intelligence from University of Lahore.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a PhD in Cyber Security from University of Edinburgh.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a BSc in Computer Science from University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned my diploma in AI from Institute of Business Management.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my Maters in Cyber Security from National University of Sciences and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
I graduated with a BS in Information Technology from University of Islamabad.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a Maters in Data Science from University of Technology Peshawar.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I earned a Bachelors in Software Engineering from Ghulam Ishaq Khan Institute.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my PhD in Machine Learning from University of California.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a diploma in Software Engineering from University of Multan.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a BSc in Information Systems from University of Karachi.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned my Maters in AI from University of Melbourne.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my MS in Data Science from University of Birmingham.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a BS in Cyber Security from University of Peshawar.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a diploma in Data Analytics from University of Sindh.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned my PhD in Software Engineering from University of Science and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I completed my Bachelors in Computer Science from LUMS.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG
I graduated with a Maters in Information Technology from University of Central Punjab.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I have a BSc in Cyber Security from University of Engineering and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG
I earned my diploma in Web Development from Institute of Southern Punjab.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my Maters in Data Science from University of Toronto.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a BS in Artificial Intelligence from University of Karachi.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a Maters in Computer Science from University of Oxford.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned a PhD in AI from Ghulam Ishaq Khan Institute.,O O O B-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG
I completed my Bachelors in Software Development from University of Faisalabad.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I graduated with a diploma in Cyber Security from University of Karachi.,O O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I have a BSc in Information Technology from University of Peshawar.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I earned my Maters in Software Engineering from University of Melbourne.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG
I completed my MS in Machine Learning from National University of Sciences and Technology.,O O O B-Degree I-Degree I-Degree I-Degree O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG
